name,type,budgetCode,fiscalYear,source,allocatedBudget,internalBudget,centralBudget,provinceBudget,status
खानेपानि संरचना निर्माण दलित तथा विपन्न,नगर,३११५६,2082/83,आन्तरिक,2000000.00,2000000.00,0.00,0.00,NOT_STARTED
लहान न पा २० खानेपानी तथा चपा कल जडान कार्य,नगर,३११५६,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वन तथा वातावरण संरक्षण र पर्यटन विकास,नगर,३११५७,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
नहर तथा ढल निर्माण कार्य,नगर,३११५८,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
लहान न पा ६ ७ र १०  Canal Construction कार्य,नगर,३११५९,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
वडा नं. ११ मा. वि. पिडर्बोनी को बाउन्ड्रीवाल तथा गेट निर्माण मर्मत,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान न. पां. १८ अमहीटोल शिव मन्दिर निर्माण तथा सौन्दर्यकरण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा १७ मा वि झिझहरी विधालय व्यवस्थापन,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा नं. १९ को वडा भरिको पोल तार सार्ने तथा ब्यबस्थापन गर्ने,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा न. २४ को राई टोल मल्हान्मामा अधुरो शिब मन्दिर फिनिशिंग कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
मा वि सोनमति लहान १९ मा जस्ता पाता र वाउण्ड्रीवाल निर्माण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. २४ पक्कीटोलमा ढुङ्गे धारा जडान तथा मन्दिर मर्मत सम्भार कार्य,नगर,३११५९,2082/83,आन्तरिक,1500000.00,1500000.00,0.00,0.00,NOT_STARTED
वडा नं. 13 सरस्वती टोलको भिम बहादुर पोखरी सौन्दर्यकरण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान २२को पाचुनाथ आ.बि.को बाउन्ड्रीवाल तथा गेट निर्माण,नगर,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
लहान न पा २३ बथनाहा बजारमा शौचालय तथा मन्च निर्माण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान २२ मा सिसवनीको मुसहरीमा पाचुनाथ मन्दिर सौन्द्रियकर्ण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
नगर सभा हलको दक्षिण पट्टी पेभिङ्ग तथा सौन्दर्यकरण कार्य,नगर,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
लहान वडा नं ४ मा धर्मशाला मर्मत कार्य,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा नं. १ सिंगराही मा प्रबेश द्वार निर्माण,नगर,३११५९,2082/83,संध,3000000.00,0.00,3000000.00,0.00,NOT_STARTED
कृषि हाट बजार निर्माण तथा सौन्दर्यकरण,नगर,३११५९,2082/83,संध,15000000.00,0.00,15000000.00,0.00,NOT_STARTED
फुसको घर हटाइ जस्ता पातावाल घर निर्माण तथा खरिद,नगर,३११५९,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
नयाँ बजार निर्माण,नगर,३११५९,2082/83,आन्तरिक,20000000.00,20000000.00,0.00,0.00,NOT_STARTED
वडा न.११ देखि वडा न २४ सम्म को लागि हाइमास लाईट जडान कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
कार्यपालिका सदस्य विकास योजना,नगर,३११५९,2082/83,संध,2000000.00,0.00,2000000.00,0.00,NOT_STARTED
लहान न.पां. १५ राजदेवी माता मन्दिर मर्मत तथा सौन्दर्ययरण,नगर,३११५९,2082/83,संध,2500000.00,0.00,2500000.00,0.00,NOT_STARTED
लहान २३ को बथनाहामा राम मन्दिरको मर्मत कार्य,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान न पा भित्र खुल्ला जिम,नगर,३११५९,2082/83,प्रदेश,774000.00,0.00,0.00,774000.00,NOT_STARTED
लहान न. पां. १५ भोलाई खोलसी शिव मन्दिर मर्मत तथा निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,1500000.00,1500000.00,0.00,0.00,NOT_STARTED
वडा न. १६ को राजाजी मन्दिरको फिनिसंग तथा सौन्दर्यकरण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. २४ वाउण्ड्रीवाल तथा गेट निर्माण उध्योग ग्राम,नगर,३११५९,2082/83,आन्तरिक,1500000.00,1500000.00,0.00,0.00,NOT_STARTED
वडा न.२१ को माधोपुरमा दिह्बार थानको बाउन्ड्रीवाल निर्माण तथा ढलान कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
डि.पि कन्स्ट्रक्सन (स्लाव ढलान तथा नाला निर्माण),नगर,३११५९,2082/83,आन्तरिक,44713.00,44713.00,0.00,0.00,NOT_STARTED
वडा नं. १ भगरा दह निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,4000000.00,4000000.00,0.00,0.00,NOT_STARTED
वडा न.१३ को वडा भरिको सिचाई को लागि ईनार निर्माण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा ७ राम मन्दिर निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,3500000.00,3500000.00,0.00,0.00,NOT_STARTED
वडा नं. ११ लक्ष्मीनिया आधारभूत स्वास्थ्य चौकी को बाउन्ड्री तथा कम्पाउण्ड सौन्दर्य करण कार्य,नगर,३११५९,2082/83,आन्तरिक,2000000.00,2000000.00,0.00,0.00,NOT_STARTED
लहान न. पां. १५ भोजेमियाको मदरसा निर्माण तथा मर्मत सम्भार,नगर,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा नं. ९ नब निर्मित वडा कार्यालयमा कम्पाउन्ड निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. ७ खुला जिम संचालन तथा निर्माण,नगर,३११५९,2082/83,आन्तरिक,700000.00,700000.00,0.00,0.00,NOT_STARTED
आर्यघाट निर्माण तथा सौन्दर्यकरण,नगर,३११५९,2082/83,आन्तरिक,5000000.00,5000000.00,0.00,0.00,NOT_STARTED
आर्यघाट निर्माण बांकी,नगर,३११५९,2082/83,आन्तरिक,13096817.00,13096817.00,0.00,0.00,NOT_STARTED
लहान न पा १७ देवी दह संरक्षण तथा सौन्दर्यकरण,नगर,३११५९,2082/83,आन्तरिक,5000000.00,5000000.00,0.00,0.00,NOT_STARTED
दुर्गा मन्दिर निर्माण,नगर,३११५९,2082/83,आन्तरिक,20000000.00,20000000.00,0.00,0.00,NOT_STARTED
लहान न पा १३ राज जानकी मन्दिर वाल निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,550000.00,550000.00,0.00,0.00,NOT_STARTED
लहान न पा ७ सहिद राम लक्षमण र लहान १४ मा सहिद प्रदिप गिरीको प्रतिमा निर्माण,नगर,३११५९,2082/83,प्रदेश,1000000.00,0.00,0.00,1000000.00,NOT_STARTED
लहान १८ को बसाजोड़ी को डीहबार थान मा बाउन्ड्री वाल निर्माण,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
रा स स भवन मर्मत सम्भार तथा वाउण्ड्रीवाल निर्माण,नगर,३११५९,2082/83,आन्तरिक,488470.00,488470.00,0.00,0.00,NOT_STARTED
लहान २३ को ज.आ.बि.बथनाहा मा बाउन्ड्रीवाल निर्माण तथा मर्मत,नगर,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
अनु सप्लायर्स (समुदायिक भवन लहान १५ चौधरी टोल),नगर,३११५९,2082/83,आन्तरिक,24504.00,24504.00,0.00,0.00,NOT_STARTED
मानिक दह मन्दिर निर्माण,नगर,३११५९,2082/83,आन्तरिक,1500000.00,1500000.00,0.00,0.00,NOT_STARTED
वडा नं. १५ बाबा सन्यासी आ.बि.मा सौचालय निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान न पा २१ मा शिव मन्दिर निर्माण,नगर,३११५९,2082/83,प्रदेश,1000000.00,0.00,0.00,1000000.00,NOT_STARTED
वडा नं. २४ लेखनाथ मा वि मा शौचालय निर्माण कार्य,नगर,३११५९,2082/83,संध,600000.00,0.00,600000.00,0.00,NOT_STARTED
वडा नं. 2 जितमाहान मन्दिर निर्माण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा १५ शौचालय निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
अधुरो डिहवार थान निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
सलहेस फूलबारी सौन्दर्यकरण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
विभिन्न योजनाहरुको म्याचिङ्गफण्ड,नगर,३११५९,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
विभिन्न योजनाहरुको म्याचिङ्गफण्ड,नगर,३११५९,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
लहान न पा भित्र खुल्ला जिम,नगर,३११५९,2082/83,आन्तरिक,226000.00,226000.00,0.00,0.00,NOT_STARTED
लहान नगरपालिका भित्र रहेका संस्थागत विधालयहरुको रङ्गरोगन कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान १५ को सोभापुरमा दिनाभद्री मन्दिर निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा ५ इदगाह वाउण्ड्रीवाल निर्माण कार्य,नगर,३११५९,2082/83,आन्तरिक,489661.00,489661.00,0.00,0.00,NOT_STARTED
लहान न. पां. २२ आ वि जहदीमा सरस्वती मन्दिर निर्माण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा १५ हात्तीदह सौन्दर्यकरण,नगर,३११५९,2082/83,आन्तरिक,2000000.00,2000000.00,0.00,0.00,NOT_STARTED
पोखरिया गढ मन्दिर निर्माण तथा सौन्दर्यकरण,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
नगर भित्र आवश्यक पर्ने ठाउँमा सडक बत्ति तथा हाईमास लाईट जडान कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा न. २१ राधा कृष्ण अधुरो मन्दिर फिनिसिंग कार्य,नगर,३११५९,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा ८ सिद्बार्थ प्रा वि मर्मत तथा सौन्दर्यकरण कार्य,नगर,३११५९,2082/83,आन्तरिक,501100.00,501100.00,0.00,0.00,NOT_STARTED
सामी सेवा करार कर्मचारीहरुको पोशाक खर्च-६ जना,सामी,२११२१,2082/83,आन्तरिक,60000.00,60000.00,0.00,0.00,NOT_STARTED
सामी कार्यक्रममा कार्यरत कर्मचारीहरुको मासिक बैठक,सामी,२११३४,2082/83,आन्तरिक,14400.00,14400.00,0.00,0.00,NOT_STARTED
आप्रवासी स्रोत उप-केन्द्र परामर्शकर्ता संचार खर्च,सामी,२२११२,2082/83,आन्तरिक,6000.00,6000.00,0.00,0.00,NOT_STARTED
वित्तिय साक्षरता सम्बन्धी किताव रपासवुक छपाई - १००/१०० प्रति,सामी,२२३१५,2082/83,आन्तरिक,99984.00,99984.00,0.00,0.00,NOT_STARTED
वैदेशिक रोजगारबाट फर्केर आएका व्याक्तिहरुलाई स्थानिय स्तरमा सुचना लगायतको सेवाहरु घरघरमा प्रवाहका लागि रिटर्नी स्वयंम सेवक परिचालन खर्च (मासिक तलव/सुविधा) चाडपर्व खर्च-2 जना,सामी,२२४१३,2082/83,आन्तरिक,508300.00,508300.00,0.00,0.00,NOT_STARTED
मनोसामाजिक परामर्शकर्ता (सहायक पाचौँ तह) को करार सेवा तलव तथा सुविधा चाडपर्व खर्च-१ जना,सामी,२२४१३,2082/83,आन्तरिक,170490.00,170490.00,0.00,0.00,NOT_STARTED
वैदेशिक रोजगारबाट फर्केर आएका व्याक्तिहरुलाई स्थानिय स्तरमा सुचना लगायतको सेवाहरु घरघरमा प्रवाहका लागि रिटर्नी स्वयंम सेवक परिचालन खर्च (मासिक तलव/सुविधा) चाडपर्व खर्च-१ जना (लिडर),सामी,२२४१३,2082/83,आन्तरिक,321126.00,321126.00,0.00,0.00,NOT_STARTED
आप्रवासी स्रोत उप-केन्द्र परामर्शकर्ता (सहायक पाचौँ तह) को तलव तथा सुविधा चाडपर्व खर्च-१ जना,सामी,२२४१३,2082/83,आन्तरिक,34730.00,34730.00,0.00,0.00,NOT_STARTED
वित्तिय साक्षरता सहजकर्ता (सहायक पाचौँ तह) को करार सेवा तलव तथा सुविधा चाडपर्व खर्च-१ जना,सामी,२२४१३,2082/83,आन्तरिक,197490.00,197490.00,0.00,0.00,NOT_STARTED
आप्रवासी स्रोत उप-केन्द्र परामर्शकर्ता यातायात खर्च,सामी,२२५२९,2082/83,आन्तरिक,30000.00,30000.00,0.00,0.00,NOT_STARTED
आप्रवासी स्रोत उप-केन्द्र संचालन खर्च/दैनिक भ्रमण भत्ता तथा बसोबास खर्च/मोवाईल फोन/सिमकार्ड/ईन्टरनेट/फ्लेक्स/पंखा/विविध खर्च,सामी,२२७११,2082/83,आन्तरिक,42480.00,42480.00,0.00,0.00,NOT_STARTED
मनोसामाजिक कार्यक्रम संचालन विविध खर्च,सामी,२२७११,2082/83,आन्तरिक,15000.00,15000.00,0.00,0.00,NOT_STARTED
मसलन्द तथा कार्यालय सामाग्री,वडा-०१,२२३११,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
खेलकुद,वडा-०१,२२५२९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
कृषि अवलोकन,वडा-०१,२२६१९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०१,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
इन्भर्टर ब्याट्री कम्पुयटर र प्रिन्टर खरिद कार्य,वडा-०१,३११२२,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
बिधुत प्राधिकरण को मूल गेट देखि पश्चिम दिहबर थान सम्म सडक पेभिंग र ढलान तथा मन्दिर मर्मत कार्य,वडा-०१,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
मटिवरबा स्थित ई.प्रहरी कार्यालय देखि दक्षिण छबिलाल चौ.को पसल र सुरेश साहको घर हुदै दक्षिण राजी चौ.को घर सम्म नाला मर्मत तथा निर्माण कार्य,वडा-०१,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा सदस्य योजना - मझाउ टोल लबटोलिया स्थित रामकुमार चौधरीको घर देखि पुर्ब मुरली प्रसाद चौधरीको घर सम्म सडक पेभिन तथा ढलान कार्य,वडा-०१,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
कृष्ण टोल स्थित समद एफ.एम. देखि उतर मिट एफ एम.सम्म र सबुरलाल चौ.को घर देखि उतर बि.कि.गुप्ता को घर सम्म सडक पेभिंग तथा ढलान कार्य,वडा-०१,३११५१,2082/83,संध,600000.00,0.00,600000.00,0.00,NOT_STARTED
सिंगराही टोलमा ई. सत्रुधन प्रसाद चौधरीको घर देखि पशिम दक्षिण हुदै नामिलाल चौधरी को घर हुदै मुख्य बाटो सम्म सडक पेभिंग कार्य,वडा-०१,३११५१,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
मटिवरबा टोल स्थित कमल चौ.कलवारको घर देखि पुर्ब दक्षिण हुदै ओम प्रकाश चौ.को घर सम्म सडक पेभिंग तथा ढलान कार्य,वडा-०१,३११५१,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
सडक बती जडान तथा मर्मत,वडा-०१,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
मसलन्द तथा कार्यालय सामाग्री,वडा-०२,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
खेलकुद कार्यक्रम,वडा-०२,२२५२२,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
सिरक वितरण कार्यक्रम,वडा-०२,२२५२२,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
धार्मिक तथा संस्कृतिक प्रवर्धन,वडा-०२,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
अबलोकन भ्रमण,वडा-०२,२२६१९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०२,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
शिवनाथ यादवको घर देखि देवु यादवको घर सम्म सडक स्तरोन्नति,वडा-०२,३११५१,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
शिव कुमार साहको घर देखि जग मोहन महतो घर सम्म सडक स्तरोन्नति,वडा-०२,३११५१,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
मूसहरि टोलमा नाला निर्माण कार्य,वडा-०२,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
समर्सियल बोर्डिंग जडान,वडा-०२,३११५६,2082/83,संध,1500000.00,0.00,1500000.00,0.00,NOT_STARTED
वडा सदस्य योजना - इदगाहको भुई ढलान कार्य,वडा-०२,३११५९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कब्रगाह अधुरो बाउन्ड्रीवाल निर्माण कार्य,वडा-०२,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा सदस्य योजना - श्री भानु आ.बि.का लागि आवश्यक सामग्री खरिद,वडा-०२,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
पोल बती मर्मत तथा जडान कार्य,वडा-०२,३११५९,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
मसलन्द तथा कार्यालय सामाग्री,वडा-०३,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
जीवन रेखा सेवा समाज तथा एच. इ. आई. भी. सम्बन्धि जनचेतना मुलक कार्यक्रमको लागि,वडा-०३,२२५२२,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
खेलकुद कार्यक्रम,वडा-०३,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
हरिवंशवाला पोखरीमा जल कुम्भी सरसफाई,वडा-०३,२२५२९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
विविध खर्च,वडा-०३,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
मटिवरबा टोलमा ईन्दनारायण चौधरीको घर देखि कमेस्वर चौ को घर सम्म पी. सि. सि. सडक ढलान कार्य,वडा-०३,३११५१,2082/83,संध,350000.00,0.00,350000.00,0.00,NOT_STARTED
वडा नं. ३ को बिभिन् सडक तथा स्थान मा माटो तथा ग्राभेल कार्य,वडा-०३,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
लहान नं. पा. ३ को आवश्यक पर्ने ठाउमा होम पईप जडान कार्य,वडा-०३,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
रुदल साह घर जाने बाटोमा पी. सि. सि. सडक ढलान,वडा-०३,३११५१,2082/83,संध,350000.00,0.00,350000.00,0.00,NOT_STARTED
वडा नं. ३ को वाउण्ड्रीवाल निर्माण कार्य,वडा-०३,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
कृषि बिधुतिकरण तथा ४ फेजको तार थप जडान कार्य,वडा-०३,३११५३,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
लहान न. पा. ३ को वडा कार्यालयको कम्पाउनडमा समर्सियल बोर्डिंग जडान कार्य,वडा-०३,३११५६,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
वडा सदस्य योजना - लहान न.पा. वडा नं. ३ को वडा कार्यलयको कम्पाउण्डमा खुला जिम स्थपना गर्ने,वडा-०३,३११५९,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
रघुनाथपुरको राम जानकी मन्दिर मर्मत सम्भार तथा अधुरो शिलालेख जडान कार्य,वडा-०३,३११५९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
पोल बती मर्मत तथा जडान कार्य,वडा-०३,३११५९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
यस वाडाको सुखमबासीहरुलाई खानेपानी बिलको न्युनतम शुल्कको लागि,वडा-०४,२२१११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालन,वडा-०४,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
जेष्ठ नागरिक भ्रमणको लागि,वडा-०४,२२५२२,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
श्री म.स.बि.स.आ.बि. चम्पापुर लहान ४ शैक्षिक स्तर उन्तिको लागि,वडा-०४,२२५२२,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
रामजानकी मन्दिर रेख देख,वडा-०४,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
खेलकुद,वडा-०४,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
चैती दुर्गा मन्दिर रेख देख,वडा-०४,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-०४,२२७११,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
पतंजली लाइ सहयोग बापत,वडा-०४,२५३१५,2082/83,आन्तरिक,20000.00,20000.00,0.00,0.00,NOT_STARTED
वडा कार्यालयको लागि स्कानर खरिद,वडा-०४,३११२२,2082/83,आन्तरिक,30000.00,30000.00,0.00,0.00,NOT_STARTED
वडा कार्यलयमा ईन्भटर र ब्याट्री जडान कार्य,वडा-०४,३११२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
सुलिको घर देखि ईनर सम्म नाला निर्माण कार्य,वडा-०४,३११५१,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
नहर बाला नाला निर्माण कार्य,वडा-०४,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
आवश्यक पर्ने सडकहरुमा ग्राभेल कार्य,वडा-०४,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
बेरस्तपति घर देखि उतर आर. सि. सि.ढलान कार्य,वडा-०४,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
श्री राम महतो घर देखि गाली ढलान कार्य,वडा-०४,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
रामविलासको घर देखि अशोकको घर सम्म सडक ढलान कार्य,वडा-०४,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
पोल बती मर्मत तथा जडान कार्य,वडा-०४,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-०४,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
सल्हेश बाबाको मुर्ति तथा मन्दिर निर्माण कार्य,वडा-०४,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
इन्धन खर्च,वडा-०५,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा कार्यालय संचालन खर्च,वडा-०५,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
खेलकुदमा,वडा-०५,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
छठ पुजामा गेट निर्माण तथा सरसफाई,वडा-०५,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
झन्डा पार्कमा झन्डा तथा सजाबट,वडा-०५,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
अतिथि सत्कार खर्च,वडा-०५,२२७११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा अध्यक्ष को सिफारिशमा बिबिध भैपरी खर्च,वडा-०५,२७२१२,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
बिभिन् ठाउमा ग्राभेल कार्य,वडा-०५,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
गुडुको पसल देखि उतर जय्किसोर्को पसल सम्म पी. सि. सि. ढलान कार्य,वडा-०५,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
विजय सदायको घर देखि उतर रबिया पासवानको घर सम्म र सदमको घर सम्म पुर्ब हिना खातुनको घर सम्म पि.सि.सि. सडक ढलान,वडा-०५,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
धाती टोल मा नालाको स्लाब निर्माण कार्य,वडा-०५,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
मदरसा मदिना तुल ओलुममा बोर्डिंग जडान,वडा-०५,३११५६,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
स्वास्थ्य चौकीमा गेट मर्मत तथा खानेपानी जडान र सरसफाई कार्यक्रम,वडा-०५,३११५६,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-०५,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
पोल बती मर्मत तथा जडान कार्य,वडा-०५,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
झन्डा पार्कमा खुला बयामसाला निर्माण कार्य,वडा-०५,३११५९,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
ईन्धनको लागि,वडा-०६,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
