name,type,budgetCode,fiscalYear,source,allocatedBudget,internalBudget,centralBudget,provinceBudget,status
राम विलास ठाकुरको घर देखि पुरानो नाला सम्मको नाला निर्माण कार्य,वडा-२३,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
बद्रि महतोको घर देखि उपेन्द्र महतोको घर सम्म सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
सत्यलाल सहनीको घर देखि श्रीफलाल यादवको घर सम्म सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,550000.00,0.00,550000.00,0.00,NOT_STARTED
दुलिचन सहनीको घर देखि विरेन्द्र यादवको घर सम्म सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
अति गरिव विपन्नलाई खानेपानी ट्युवेल वितरण,वडा-२३,३११५६,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
अधुरो सलाहेश मन्दिर स्तरउन्नति तथा रंग रोगन कार्य,वडा-२३,३११५९,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
अधुरो दिहवार मन्दिर स्तरउन्नति तथा रंग रोगन कार्य,वडा-२३,३११५९,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
विश्हारा मन्दिरको बाउन्ड्री तथा रंगरोगन कार्य,वडा-२३,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
पोलवती खरिद तथा जडान कार्य,वडा-२३,३११५९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
शनि मन्दिरको वाउण्ड्रीवाल तथा रंगरोगन कार्य,वडा-२३,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
खानेपानी महसुल र धारा जडान कार्य,वडा-२४,२२१११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा कार्यालय संचालन तथा अतिथि सत्कार,वडा-२४,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
मानिकदह मेला/महोत्सव र वृक्षारोपण कार्य,वडा-२४,२२५२९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
विविध (चन्दा सहयोग मेला महोत्सव खर्च),वडा-२४,२२७११,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
वडा कार्यालयको लागि इनभर्टर ब्याट्री खरिद तथा विधुतिय सामग्री,वडा-२४,३११२२,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
श्री लेखनाथ मा.वि.मा डेक्स बेन्च खरिद,वडा-२४,३११२३,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
वडा कार्यालाय भित्र निर्माण कार्य तथा फर्निचर खरिद,वडा-२४,३११२३,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
कृषि विद्युतीकारण कार्य,वडा-२४,३११५३,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
मंजु पोखरेलको खेतमा डिप वोरिंग निर्माण,वडा-२४,३११५५,2082/83,संध,350000.00,0.00,350000.00,0.00,NOT_STARTED
सिचाई बोर्डिङ्ग जडान मर्मत तथा पाइप/समरसियल मोटर खरिद कार्य,वडा-२४,३११५५,2082/83,संध,650000.00,0.00,650000.00,0.00,NOT_STARTED
साविक गोविन्दपुर १ को डिहवार मन्दिर निर्माण कार्य,वडा-२४,३११५९,2082/83,संध,150000.00,0.00,150000.00,0.00,NOT_STARTED
खेसराहा चौधरीटोलको डिहवार मन्दिर निर्माण कार्य,वडा-२४,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
खानेपानी अगाडीको अधुरो राम जानकी मन्दिर निर्माण,वडा-२४,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
यादव प्रा.वि. अगाडिको लक्ष्मी नारायण अधुरो मन्दिर निर्माण कार्य,वडा-२४,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
लहान न.पा. वडा नं. २४ को कृषि सडक निर्माण ह्युम पाईप खरिद/जडान तथा विभिन्न सडक मर्मत सम्भार कार्य,वडा-२४,३११५९,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-२४,३११५९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
सडक वती मर्मत तथा जडान कार्य वापत,वडा-२४,३११६१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
प्र.अ. बैठक, शिक्षा,२११३४,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
शैक्षिक केलेण्डर निर्माण, शिक्षा,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
नगर स्वंयसेवक शिक्षक/ बालविकास स.का./का.स. को स्थानिय तहबाट थप तलव २०८२ बैशाख देखि असार सम्मको छुट तलव, शिक्षा,२२४१३,2082/83,आन्तरिक,6806000.00,6806000.00,0.00,0.00,NOT_STARTED
आभारभुत तह शिक्षक (कक्षा १-८), शिक्षा,२२४१३,2082/83,आन्तरिक,14400000.00,14400000.00,0.00,0.00,NOT_STARTED
बालबिकास सहजकर्ता तलव ६ जना, शिक्षा,२२४१३,2082/83,आन्तरिक,1326000.00,1326000.00,0.00,0.00,NOT_STARTED
विद्यालय कर्मचारी थप तलव, शिक्षा,२२४१३,2082/83,आन्तरिक,3900000.00,3900000.00,0.00,0.00,NOT_STARTED
मा.वि.तह शिक्षक (कक्षा ९-१०), शिक्षा,२२४१३,2082/83,आन्तरिक,4500000.00,4500000.00,0.00,0.00,NOT_STARTED
सहजकर्ता थप तलव, शिक्षा,२२४१३,2082/83,आन्तरिक,3640000.00,3640000.00,0.00,0.00,NOT_STARTED
लेखापाल, शिक्षा,२२४१३,2082/83,आन्तरिक,650000.00,650000.00,0.00,0.00,NOT_STARTED
नगर स्तरिय वार्षिक परीक्षा संचालन, शिक्षा,२२५२९,2082/83,आन्तरिक,800000.00,800000.00,0.00,0.00,NOT_STARTED
नगर स्तरिय ग्रेड वृद्धि परीक्षा संचालन, शिक्षा,२२५२९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
अद्धवार्षिक परीक्षा संचालन, शिक्षा,२२५२९,2082/83,आन्तरिक,1400000.00,1400000.00,0.00,0.00,NOT_STARTED
स्थानिय पाठ्यक्रम निर्माण, शिक्षा,२२५२९,2082/83,आन्तरिक,800000.00,800000.00,0.00,0.00,NOT_STARTED
लोक सेवा आयोग कक्षा संचालन, शिक्षा,२२५२९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
शिक्षक व्यस्थापन अनुदान, शिक्षा,२२५२९,2082/83,आन्तरिक,2400000.00,2400000.00,0.00,0.00,NOT_STARTED
वार्षिक परीक्षा संचालन १-७/९, शिक्षा,२२५२९,2082/83,आन्तरिक,1100000.00,1100000.00,0.00,0.00,NOT_STARTED
दलित टयूशन कक्षा व्यवस्थापन शैक्षिक समाग्री तथा अनुगमन, शिक्षा,२२५२९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान न पा को २४ वडामा दलित बस्तीमा टुयुशन कक्षा, शिक्षा,२२५२९,2082/83,आन्तरिक,2400000.00,2400000.00,0.00,0.00,NOT_STARTED
